169,250
168,250
168,246
167,258
166,244
166,244
166,245
166,243
166,244
166,237
165,244
165,243
165,243
164,237
163,235
163,235
162,235
162,235
161,235
161,235
161,234
160,232
160,233
158,258
158,258
158,259
157,254
157,255
157,258
156,259
156,245
156,259
156,218
156,218
156,218
156,245
155,260
155,256
154,256
153,260
152,261
152,260
152,260
151,227
151,255
151,254
151,254
151,251
151,231
151,231
151,226
151,225
151,227
151,252
151,232
151,229
151,230
151,229
151,260
151,253
150,249
150,250
150,230
150,230
150,230
150,251
150,230
150,249
150,248
150,249
150,243
150,233
150,259
150,243
149,252
149,250
149,248
149,250
149,259
149,255
149,238
149,252
149,236
149,232
149,204
149,238
148,255
148,235
148,203
148,232
148,231
148,203
148,203
147,247
147,204
147,244
147,244
147,231
147,233
147,233
147,202
147,202
147,201
146,203
146,235
146,201
146,201
146,256
146,201
146,234
146,234
146,234
146,255
146,201
146,201
145,261
145,232
145,253
145,201
145,232
145,254
145,200
145,235
145,235
145,224
145,253
145,257
145,250
145,235
145,249
145,255
145,255
145,250
144,252
144,236
144,235
144,235
144,200
144,201
144,200
144,200
144,235
144,201
144,254
144,255
144,213
144,257
144,223
144,201
144,200
144,232
144,257
143,256
143,236
143,200
143,257
143,236
143,217
143,200
143,222
143,201
143,256
143,200
143,234
143,222
143,218
143,258
143,255
143,255
142,258
142,259
142,257
142,236
142,256
142,225
142,257
142,252
142,258
142,257
142,255
142,236
141,251
141,238
141,236
141,234
141,234
141,259
141,231
141,252
141,259
141,259
141,258
141,253
141,254
140,259
140,236
140,253
140,236
140,259
140,259
140,257
140,255
140,235
140,219
140,236
140,258
140,257
140,255
140,237
140,214
139,219
139,255
139,258
139,257
139,258
139,235
139,232
139,232
139,231
139,258
139,257
139,254
139,240
139,238
139,232
139,258
139,239
139,235
139,241
139,237
139,235
138,219
138,234
138,236
138,237
138,199
138,257
138,243
138,242
138,239
138,234
138,241
138,253
138,237
138,258
138,234
138,241
138,238
138,234
138,237
138,238
138,221
138,220
138,234
137,257
137,211
137,258
137,238
137,237
137,220
137,239
137,240
137,234
137,239
137,239
137,234
137,238
137,234
137,253
137,252
137,253
136,253
136,236
136,259
136,217
136,256
136,198
136,235
136,252
136,235
136,216
136,255
136,235
135,233
135,233
135,252
135,235
135,234
135,235
135,205
135,210
135,217
135,217
135,200
134,220
134,211
134,235
134,219
134,211
134,218
134,217
134,235
134,217
134,219
134,235
134,220
133,235
133,198
133,234
133,235
133,227
133,235
133,208
133,200
133,198
133,221
133,235
133,190
133,188
132,198
132,238
132,224
132,224
132,196
132,192
132,232
132,238
132,259
132,227
132,198
132,235
131,192
131,236
131,194
131,192
131,192
131,239
131,237
131,233
131,192
131,236
131,257
131,245
131,245
131,215
130,197
130,244
130,238
130,195
130,245
130,198
130,192
130,243
130,188
130,206
130,239
130,231
130,213
130,193
130,238
130,245
130,192
129,236
129,239
129,196
129,244
129,241
128,240
128,240
128,192
128,194
128,191
128,241
128,220
128,243
128,214
128,239
127,192
127,222
127,242
127,219
127,193
127,237
127,236
127,193
127,225
127,193
126,225
126,219
126,245
126,192
126,243
126,191
126,242
126,224
126,225
126,241
126,220
126,217
126,223
126,237
126,222
126,193
126,224
126,224
126,222
125,222
125,253
125,193
125,218
125,239
125,220
125,203
125,206
125,227
125,219
125,265
124,238
124,238
124,194
124,252
124,266
124,238
124,206
124,194
124,207
124,253
124,205
124,218
124,244
124,220
124,193
124,193
124,253
124,239
123,242
123,216
123,192
123,227
123,235
123,194
123,200
123,233
123,228
123,193
123,201
123,240
123,240
123,263
123,251
123,236
123,193
123,235
123,252
123,219
123,252
123,237
123,234
123,193
123,236
123,213
123,192
122,218
122,242
122,237
122,207
122,251
122,239
122,241
122,208
122,216
122,233
122,217
122,250
122,251
122,208
122,224
122,226
122,209
121,243
121,236
121,216
121,236
121,233
121,227
121,212
121,241
121,216
121,193
121,215
121,208
121,211
121,194
121,203
120,208
120,227
120,244
120,217
120,207
120,204
120,194
120,212
120,243
120,194
120,188
120,240
120,240
120,212
120,210
120,206
120,194
120,207
119,237
119,229
119,241
119,194
119,193
119,194
119,241
119,237
119,233
119,188
119,188
119,193
119,207
119,194
118,225
118,225
118,220
118,209
118,237
117,237
117,192
117,209
117,198
117,198
117,239
117,194
117,193
117,239
117,210
116,228
116,223
116,223
116,192
116,192
116,226
116,211
116,193
116,192
116,211
116,192
116,193
116,193
116,234
116,195
116,197
115,227
115,232
115,227
115,222
115,238
115,218
115,196
115,236
115,220
115,218
115,236
115,195
114,223
114,195
114,194
114,240
114,220
114,194
114,243
114,214
114,196
114,217
114,228
113,228
113,238
113,195
113,237
113,193
113,216
113,221
113,193
113,231
113,217
113,195
113,230
112,216
112,195
112,224
112,194
112,200
112,226
112,196
112,199
112,195
112,194
112,200
112,195
112,195
112,198
112,195
112,195
