58.19,-133.83,850,1001
59.74,-151.25,1320,1003
37.61,-105.37,10650,1005
40.36,-116.86,7400,1006
46.91,-110.85,7410,1008
46.93,-110.9,6550,1009
42.64,-120.95,6180,1010
48.82,-121.93,4970,1011
46.16,-122.18,4440,1012
41.79,-111.55,7406,1013
39.8,-106.03,8940,1014
41.4,-107.26,7850,1015
44.79,-116.09,4890,1016
36.03,-106.81,9306,1017
40.35,-106.38,10960,1030
40.4,-105.96,10280,1031
40.71,-106.01,9020,1032
40.79,-106.6,9340,1033
33.4,-105.79,10280,1034
61.38,-149,2100,1035
40.28,-111.61,7774,1039
39.6,-106.54,9480,1040
39.6,-106.51,8500,1041
40.2,-105.6,9560,1042
48.86,-118.4,4680,1043
43.23,-122.43,3240,1044
41.23,-105.38,8330,1045
41.24,-106.23,9574,1046
41.07,-106.94,8915,1047
33.01,-107.87,9240,1048
38.68,-119.96,8017,1049
38.84,-119.89,8557,1050
38.72,-119.89,8129,1051
38.4,-119.54,9313,1052
48.72,-116.46,3520,1053
40.99,-111.82,6779,1054
61.19,-145.65,1750,1055
41.36,-111.49,8215,1056
38.88,-105.07,11460,1057
37.47,-106.54,11620,1058
38.16,-106.6,10020,1059
37.5,-108.11,10720,1060
40.06,-107.01,9080,1061
59.86,-151.32,1653,1062
37.5,-113.94,6763,1065
37.4,-113.46,8322,1066
47.16,-121.42,4640,1068
47.2,-121.78,3900,1069
61.11,-149.67,2080,1070
60.55,-145.75,1405,1073
42.41,-121.68,6830,1077
42.79,-121.98,5400,1078
45.98,-117.95,5580,1079
48.93,-121.2,5830,1080
47.86,-117.04,4210,1081
43.78,-110.93,9260,1082
36.13,-105.53,8600,1083
45.25,-123.28,420,1084
46.87,-121.53,5240,1085
62.63,-150.78,850,1089
61.79,-149.28,3550,1091
60.19,-149.62,400,1092
62.07,-142.05,3320,1093
61.35,-142.71,1610,1096
39.68,-110.43,8736,1097
41.86,-111.51,8270,1098
38.07,-112.17,9749,1099
38.7,-106.37,10540,1100
39.26,-106.63,10110,1101
38.29,-105.85,10720,1102
60.96,-149.09,1540,1103
46.1,-121.96,2140,1104
45.5,-110.08,6335,1105
46.48,-110.71,7600,1106
47.71,-123.46,4870,1107
45.9,-122.22,2500,1109
36.25,-115.63,7860,1110
36.32,-115.7,8890,1111
36.31,-115.68,8626,1112
41.89,-111.57,6332,1113
41.92,-111.47,7705,1114
41.97,-111.6,7250,1115
40.55,-110.35,8464,1116
40.84,-110.01,10235,1117
41.22,-111.36,6082,1118
41.06,-106.71,9820,1119
39.86,-106.42,10520,1120
35.27,-111.74,7350,1121
40.58,-105.63,9380,1122
40.51,-105.77,9980,1123
37.97,-106.56,11140,1124
34.97,-111.51,8500,1125
33.9,-109.16,8500,1127
38.29,-106.37,11530,1128
45.99,-120.81,5360,1129
43.67,-109.38,8400,1130
44.54,-107.18,8870,1131
44.35,-107.01,8720,1132
42.71,-109.41,9360,1133
42.58,-109.09,9000,1134
40.98,-110.85,8000,1135
41.32,-116.34,7700,1136
39.45,-115.98,7890,1137
36.18,-108.95,9050,1138
35.26,-112.06,7100,1139
38.99,-106.75,10640,1141
46.49,-115.8,3080,1142
36.33,-109.06,9200,1143
47.98,-114.35,5650,1144
41.25,-111.41,7220,1145
39.35,-112.33,7850,1146
39.01,-114.31,10060,1147
37.7,-112.65,8350,1148
38.5,-111.77,8798,1149
39.56,-114.63,7775,1150
41.92,-113.41,8964,1151
39.16,-114.61,10578,1152
37.87,-109.45,8924,1153
37.68,-112.86,10039,1154
39.46,-114.65,7537,1155
38.5,-112.01,9228,1156
42.22,-122.37,4580,1158
48.95,-118.99,5360,1159
37.52,-107.32,10740,1160
40.89,-105.66,8920,1161
40.96,-110.58,8869,1162
40.88,-110.54,9360,1163
44.33,-122.09,4720,1166
44.3,-122.04,3270,1167
36.58,-105.46,11057,1168
36.79,-105.24,10100,1169
36.41,-105.33,9350,1170
48.07,-120.85,2930,1171
36.86,-106.23,9100,1172
64.85,-147.8,450,1174
67.93,-162.28,310,1175
66.92,-151.53,640,1182
38.79,-111.69,8396,1184
37.79,-108.18,11580,1185
39.87,-105.87,11150,1186
40.04,-105.75,10620,1187
37.88,-107.36,11100,1188
64.79,-141.23,1050,1189
40.84,-110.66,9632,1192
41.49,-119,7615,1194
40.88,-117.59,6616,1195
41.38,-106.35,10500,1196
37.75,-112.78,8692,1197
34.86,-111.61,6393,1212
40.46,-112.25,6520,1214
38.48,-109.29,8783,1215
39.61,-111.3,9652,1216
39.5,-111.73,7206,1217
39.32,-111.49,8801,1221
39.3,-111.45,9858,1222
39.3,-111.45,9858,1222
40.19,-111.36,7377,1223
39.14,-111.51,9524,1224
40.67,-111.22,8532,1225
39.24,-111.52,8787,1226
39.42,-111.25,8596,1227
39.13,-111.35,9327,1228
45.99,-120.68,3960,1231
39.66,-110.38,8207,1236
39.25,-119.88,6493,1242
40.86,-115.22,6555,1243
40.86,-115.12,7760,1244
39.74,-113.98,9122,1247
37.6,-112.92,8050,1248
38.05,-111.34,10018,1249
40.14,-105.59,9620,1251
36.07,-105.63,10664,1254
48.19,-118.46,4390,1256
46.64,-121.83,3770,1257
41.99,-120.72,5680,1258
48.59,-119.87,4470,1259
38.08,-110.77,9410,1261
41.58,-115.93,6798,1262
46.32,-121.94,4440,1263
60.98,-153.92,1275,1266
61.75,-150.89,160,1267
63.2,-145.63,3000,1268
43.29,-116.85,5600,2029
41.24,-120.79,6190,301
45.21,-117.19,7400,302
